movie_title,recommended_titles
The Falls,"The World, the Flesh and the Devil, The Day the Earth Caught Fire, The Aerial, On the Beach, The Handmaid's Tale"
The Valachi Papers,"The Godfather, The Outfit, The Man of the Year, The Chamber, The Face Behind the Mask"
The Mostly Unfabulous Social Life of Ethan Green,"The Story Of My Life, The Other End of the Line, Father of the Bride, Woman of the Year, Employee of the Month"
Let's Not Get Angry,"Let's Go to Prison, The Parole Officer, Love Is Colder Than Death, Ruby & Quentin, Inspector Clouseau"
A Patch of Blue,"Forty Shades of Blue, Betty Blue, Diary of a Nymphomaniac, Imitation of Life, A Kind of Loving"
The Night Before the Exams,"The Birds, the Bees and the Italians, The Fox & the Child, The Vagabond, The Box, The Tramp"
Harem,"Samurai Rebellion, The Edge of Love, Golden Door, Aimee & Jaguar, Twin Sisters"
Done the Impossible,"The Year of the Yao, The End of the Line, The Heart of the Game, The Bridge, End of the Century: The Story of The Ramones"
The Little Bear Movie,"The Rugrats Movie, The Little Mermaid, The Tigger Movie, Felix The Cat: The Movie, The Little Polar Bear"
Class Reunion,"Holiday Reunion, Romy and Michele's High School Reunion, Class, Flodder, Senior Skip Day"
My Bollywood Bride,"Runaway Bride, My Boyfriend's Back, My Life in Ruins, My Man Godfrey, The Bride Came C.O.D."
Bush's Brain,"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire, Lagerfeld Confidential, Dixie Chicks: Shut Up and Sing, a/k/a Tommy Chong, The Corporation"
Greenfingers,"True Stories, Kickin' It Old Skool, Big Stan, La Moitié gauche du frigo, Splitting Heirs"
Gayniggers from Outer Space,"Morons from Outer Space, The Gendarme and the Creatures from Outer Space, The Cat from Outer Space, Killer Klowns from Outer Space, 2001: A Space Travesty"
Chappaqua,"Fireflies in the Garden, Ordinary People, Save Me, The Wackness, Osama"
Charlie Chan at the Circus,"Charlie Chan at the Race Track, Charlie Chan in Shanghai, Charlie Chan in Honolulu, Charlie Chan at the Opera, Charlie Chan in London"
Charlie Chan at the Race Track,"Charlie Chan at the Circus, Charlie Chan in Shanghai, Charlie Chan at the Opera, Charlie Chan in London, The Cheap Detective"
Charlie Chan at Treasure Island,"Charlie Chan in Reno, The Truth About Charlie, Charlie Chan at the Olympics, Charlie Chan at the Circus, Charlie Chan at the Opera"
City in Darkness,"Brigham City, Fear City, The Naked City, I as in Icarus, Edge of Darkness"
Charlie Chan in Egypt,"Charlie Chan in London, Charlie Chan in Honolulu, Charlie Chan in Paris, Charlie Chan in Shanghai, Charlie Chan's Secret"
Charlie Chan in London,"Charlie Chan in Honolulu, Charlie Chan in Paris, Charlie Chan in Egypt, Charlie Chan in Shanghai, Charlie Chan's Secret"
Charlie Chan in Honolulu,"Charlie Chan in London, Charlie Chan in Paris, Charlie Chan in Egypt, Charlie Chan in Shanghai, Charlie Chan at the Circus"
Charlie Chan in Paris,"Charlie Chan in London, Charlie Chan in Honolulu, Charlie Chan in Egypt, Charlie Chan in Shanghai, Charlie Chan's Secret"
Charlie Chan in Reno,"Charlie Chan at Treasure Island, Escape in the Fog, In the Cut, The Truth About Charlie, Charlie Chan in London"
Charlie Chan in Shanghai,"Charlie Chan in London, Charlie Chan in Honolulu, Charlie Chan in Egypt, Charlie Chan in Paris, Charlie Chan at the Race Track"
Twigson,"The Country Bears, Troop Beverly Hills, The Santa Clause 3: The Escape Clause, Major Payne, Dunston Checks In"
The Crush,"The Ghost, The Day of the Locust, The House Across the Lake, The Quiet, The Woman in the Window"
The Stoning of Soraya M.,"The Man of the Year, Cry of the City, Ghost Dog: The Way of the Samurai, Colour of the Loyalty, The Consequences of Love"
The House of Fear,"The Hound of the Baskervilles, The Case of the Scorpion's Tail, House Of 9, In the Mouth of Madness, Mystery of the Wax Museum"
The Pearl of Death,"The Hound of the Baskervilles, Secret of the Blackbirds, The Watcher, One on Top of the Other, The Whistler"
LEGO: The Adventures of Clutch Powers,"The Adventures of Rocky & Bullwinkle, Batman: Mask of the Phantasm, The Adventures of Mark Twain, The Incredibles, The Tale of Despereaux"
Helen,"Helen, Raising Helen, Captive, The Dancer and the Thief, Can Go Through Skin"
Twin Falls Idaho,"My Own Private Idaho, In the Mood for Love, The Silence, A Beautiful Mind, Hunting and Gathering"
A Snake of June,"Body of Evidence, My Summer of Love, Absence of Malice, Frontier of the Dawn, Fun"
The Brain,"The Diamond Arm, The Ladykillers, The Sucker, The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks, The Vexxer"
Robot Carnival,"I, Robot, Brave Story, Wizards, Fantastic Planet, Fire and Ice"
The Sun King,"The Fisher King, The King of Comedy, I Served the King of England, The Secret of the Grain, The Women"
Summer in Tyrol,"Li'l Abner, Orps: The Movie, Emil in Lonneberga, Annie, Hairspray"
Scaramouche,"The Scarlet Pimpernel, Gladiator, Zatoichi, The Musketeer, Samurai I: Musashi Miyamoto"
Nayak: The Real Hero,"The Net 2.0, The Hunter, The Getaway, The Real McCoy, The Abductors"
Lightning Bug,"Bug, If I Should Die Before I Wake, The Return, The Reflecting Skin, The Good Son"
Sehar,"The City of Lost Souls, Pokiri, Lethal Angels, The 'Human' Factor, Dynamite Warrior"
The Brain That Wouldn't Die,"The Hive, The Fly, The Rage, The Unearthly, The Tommyknockers"
American Boy: A Profile of: Steven Prince,"American Movie, Boy Interrupted, A Brief History of Time, Planet B-Boy, American Pimp"
Abbott and Costello Go to Mars,"Mars Attacks!, Abbott and Costello Meet Dr. Jekyll and Mr. Hyde, Shortcut to Happiness, Highway to Hell, The Visitors"
Abbott and Costello in the Foreign Legion,"Abbott and Costello Meet the Keystone Kops, Abbott and Costello Meet the Mummy, The Gendarme and the Gendarmettes, Romy and Michele: In the Beginning, In the Army Now"
Abbott and Costello Meet the Invisible Man,"Abbott and Costello Meet Frankenstein, Abbott and Costello Meet the Killer, Boris Karloff, Gingerdead Man 2: Passion of the Crust, Abbott and Costello Meet the Mummy, The Frighteners"
Abbott and Costello Meet the Keystone Kops,"Abbott and Costello Meet the Mummy, Abbott and Costello in the Foreign Legion, The Gendarme and the Gendarmettes, Meet the Spartans, The Birds, the Bees and the Italians"
"Abbott and Costello Meet the Killer, Boris Karloff","Abbott and Costello Meet the Invisible Man, Abbott and Costello Meet Frankenstein, The Dead Hate the Living!, The Frighteners, The Cook"
The Worthless,"The Outfit, The Face Behind the Mask, The Grifters, The Man of the Year, The Burglar"
Here Come the Co-eds,"The Fox & the Child, The Impostors, The Birds, the Bees and the Italians, The Vagabond, The Tramp"
Hit the Ice,"Slap Shot 2: Breaking the Ice, The Fox & the Child, The Birds, the Bees and the Italians, The Gendarme and the Gendarmettes, The Comebacks"
Keep 'Em Flying,"The Flying Deuces, Little Giant, Abbott and Costello Meet the Mummy, Nuns on the Run, Airplane!"
All That... for This?!,"Picture This, Pledge This!, Imagine That, All I Wanna Do, Holiday for Henrietta"
Venus Beauty Institute,"Venus, Stage Beauty, 200 Pounds Beauty, Dangerous Beauty, FC Venus"
The Wedding Photographer,"The Wedding Banquet, The Wedding, The Housekeeper, Monsoon Wedding, The Wood"
2061 - Un anno eccezionale,"The Chatroom, The Art of Football from A to Z, The Nautical Chart, The Stroll, The Missing Star"
The Moment After,"The Invasion, The Box, The Happening, The Andromeda Strain, The Noah's Ark Principle"
El Bola,"El Greco, The Italian, Phantom Pain, Wondrous Oblivion, Iqbal"
Indian Summer,"Summer Storm, Summer Hours, Blue Summer, Summer in Berlin, Summer Camp"
Puffball,"Onmyoji: The Yin Yang Master, Constantine, Hansel & Gretel, The Pit and the Pendulum, Q"
Nowhere Boy,"Yolngu Boy, Jet Boy, This Boy’s Life, Poor Boy's Game, The Mudge Boy"
Gothic,"Constantine, The Pit and the Pendulum, Waxworks, Q, Onmyoji: The Yin Yang Master"
Beyond the Clouds,"A Walk in the Clouds, The Reader, The Lovers, The Notebook, The Dreamers"
Alligator,"Dinocroc, Godzilla, Growth, Tarantula, Carny"
Amityville: A New Generation,"Bloody New Year, Amityville II: The Possession, The New York Ripper, Amityville 3-D, Witchery"
Dracula,"Dracula, Dracula, Count Dracula, Dracula's Dog, Dracula A.D. 1972"
In the Navy,"The Woman in Red, Ants in the Pants, Barefoot in the Park, It's in the Water, The Beautician and the Beast"
Morons from Outer Space,"Gayniggers from Outer Space, The Gendarme and the Creatures from Outer Space, The Cat from Outer Space, Killer Klowns from Outer Space, 2001: A Space Travesty"
Nikitich and The Dragon,"Alesha Popovich and Tugarin the Dragon, Fire and Ice: The Dragon Chronicles, The Lord of the Rings, The White Dragon, The Fox and the Hound"
Once Upon a Forest,"Mickey's Once Upon a Christmas, The Tale of Despereaux, An American Tail: The Treasure of Manhattan Island, The Land Before Time V: The Mysterious Island, The Land Before Time VIII: The Big Freeze"
Ride 'Em Cowboy,"Carry On Cowboy, The Terror of Tiny Town, Go West, Pardners, The Cowboy Way"
Rumble in the Bronx,"The Chase, The 51st State, The Italian Job, Old Men in New Cars: In China They Eat Dogs II, Revenge of the Pink Panther"
Satan's School For Girls,"Silent Hill, Carnival of Souls, April Fool's Day, The Car, The Kingdom II"
The Siege of Firebase Gloria,"Tears of the Sun, Captains of the Clouds, The Trench, Too Late the Hero, The Battle of the River Plate"
The Time of Their Lives,"The Visitors II: The Corridors of Time, The Adventures of Hercules, The Book of Life, The Hot Chick, Nanny McPhee and the Big Bang"
The Wistful Widow of Wagon Gap,"The Shakiest Gun in the West, The Apple Dumpling Gang Rides Again, The Republic of ShKID, The Master of Disguise, Rookie of the Year"
Sherlock Holmes,"Sherlock Holmes, Young Sherlock Holmes, Sherlock Holmes and the Secret Weapon, Sherlock Holmes and the Voice of Terror, The Private Life of Sherlock Holmes"
Ishqiya,"No Smoking, Accident On Hill Road, Darna Zaroori Hai, 25 Carat, Maharathi"
Daddy and Them,"Me, Them And Lara, Big Daddy, Me and You and Everyone We Know, Hannah and Her Sisters, Twist and Shout"
Dog Eat Dog,"Black Dog, Dog Soldiers, Rainy Dog, Stray Dog, The Mad Dog Killer"
Totally Fucked Up,"Hanging Up, Hooking Up, Wrong Side Up, Fine, Totally Fine, Breaking Up"
Bickford Shmeckler's Cool Ideas,"Stay Cool, Cool Runnings, Pretty Cool Too, Sydney White, Van Wilder: Freshman Year"
The Swimmer,"The D.I., The Hustler, Turn the River, The Trip, The Door in the Floor"
White Night Wedding,"White Palms, The Wedding Director, This Night, White Night, White Wedding"
Ice Castles,"Daisy Diamond, Prozac Nation, Miss Austen Regrets, Another Woman, Akeelah and the Bee"
Pat and Mike,"Catch and Release, Bread and Tulips, Harold and Maude, Kicking and Screaming, Frankie and Johnny"
Teenage Dirtbag,"A Taste of Honey, Here Is Your Life, Rails & Ties, Half Nelson, Ken Park"
The Decameron,"The Dish, Jacob the Liar, The Lucky Ones, Jakob the Liar, Simon of the Desert"
Heavy Petting,"Buster, The Dog Problem, My Boss's Daughter, Definitely, Maybe, Mr. & Mrs. Smith"
White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,"The End of Suburbia: Oil Depletion and the Collapse of the American Dream, End of the Century: The Story of The Ramones, The End of the Line, The Heart of the Game, The Botany of Desire"
White of the Eye,"The Eye 2, All the Colors of the Dark, House on the Edge of the Park, End of the Line, The Return of Doctor X"
Der Fuehrer's Face,"The Garden of Sinners - Chapter 4: The Hollow Shrine, Summer Wars, The Adventures of André and Wally B., Destino, Hui Buh"
Temple Grandin,"What We Do Is Secret, Zig Zag, Spring, Summer, Fall, Winter... and Spring, Showgirls, Before Night Falls"
We Are Not Angels,"House of Angels, We Can Do That, Bill Maher: '...But I'm Not Wrong', You Are So Beautiful, Not Another Teen Movie"
The Robbery of the Third Reich,"Hail the Conquering Hero, How I Won the War, The Russians Are Coming, The Russians Are Coming, The Men Who Stare at Goats, The Secret of Santa Vittoria"
The Girl Who Kicked the Hornet's Nest,"The Girl Who Played with Fire, The Corruptor, The Long Kiss Goodnight, The Net, The Girl with the Dragon Tattoo"
Innocence,"Innocence, A Dry White Season, Brick, Doubt, Afterschool"
Double zéro,"Harold & Kumar Go to White Castle, Carry On... Up the Khyber, Crime Wave, A Muppets Christmas: Letters to Santa, Pirates"
Killing Emmett Young,"The Killing, Killing Zoe, The Narrow Margin, Young Sherlock Holmes, 10th & Wolf"
OceanWorld 3D,"Deep Sea 3D, Space Station 3D, Under the Sea 3D, The Living Sea, The September Issue"
Vivacious Lady,"Libeled Lady, The Lady Eve, Married to It, The Sweetest Thing, Watching the Detectives"
Sweet Bird of Youth,"Sweet November, A Kind of Loving, Sweet Land, Children of Nature, A Woman of Paris"
Oleanna,"The Trip, The Winter Guest, Extraordinary Measures, Indecent Proposal, The Young Americans"
The Life and Times of Judge Roy Bean,"Buck and the Preacher, The Ballad of Cable Hogue, The Scalphunters, The Cowboy Way, The Cheyenne Social Club"
Frankenfish,"Lake Placid, Tremors 3: Back to Perfection, Firestarter 2: Rekindled, Hobgoblins, Hellboy Animated: Blood and Iron"
Hells Angels on Wheels,"Man on Fire, Linewatch, Charlie's Angels, The Warriors, Hero Wanted"
How Stella Got Her Groove Back,"How to Deal, In Her Shoes, Bart Got a Room, How to Lose Friends & Alienate People, Stella"
A Smile Like Yours,"Unfaithfully Yours, Someone Like You..., I Think I Do, Some Like It Hot, Seems Like Old Times"
Shiloh,"Hachi: A Dog's Tale, National Velvet, The Little Colonel, The Color of Paradise, Spoon"
Opening Night,"White Night, 'night, Mother, Black Night, Night Editor, Big Night"
The Glass Bottom Boat,"The Girls, The Matchmaker, The Other End of the Line, The Shop Around the Corner, The Beautician and the Beast"
Gentleman's Agreement,"An Officer and a Gentleman, Pola X, Emanuelle in America, The Bad and the Beautiful, The Inner Life of Martin Frost"
Designing Woman,"Pretty Woman, The Woman in Red, Woman of the Year, A Woman Is a Woman, A Good Woman"
Up the Academy,"The Princess Academy, Up!, Keeping Up with the Steins, Carry On Up the Jungle, The Fox & the Child"
His Kind of Woman,"Absence of Malice, Body of Evidence, A Kind of Loving, My Summer of Love, Year of the Jellyfish"
Losin' It,"Bring It On: In It To Win It, It's Pat, It's a Gift, Gettin' It, Let It Rain"
Grand Hotel,"Two Moon Junction, The Silence, Lost and Delirious, Look Both Ways, Love, Money, Love"
Something Like Happiness,"Heart Like A Wheel, Faith Like Potatoes, Big Girls Don't Cry, The Lost Weekend, A Raisin in the Sun"
The Wild Bees,"The Secret of the Grain, The Squid and the Whale, The Bonfire of the Vanities, The Maid, The Swindle"
Jonny Vang,"The Van, The Flying Deuces, Thirty-Five Something, Skills Like This, Keeping the Faith"
It Takes Two,"Whatever It Takes, That's It, It's Complicated, The Princess Diaries, Married to It"
Stereo,"Philadelphia Experiment II, Solarbabies, Icarus XB 1, Planet Outlaws, The Man Who Saves The World"
Funny Ha Ha,"Funny People, Ghost World, Postcards from the Edge, Real Women Have Curves, Chance"
French Fried Vacation 2,"French Fried Vacation 3, French Fried Vacation, Vegas Vacation, The French Kissers, National Lampoon's Christmas Vacation"
The Box,"The Night Before the Exams, The Van, The Fox & the Child, The Birds, the Bees and the Italians, The End"
Charlie Chan's Secret,"Charlie Chan at the Opera, Charlie Chan in London, Charlie Chan in Paris, Charlie Chan in Egypt, Charlie Chan in Honolulu"
Going Hollywood,"Looking for Cheyenne, Grease, Romantic Prelude, Under the Tuscan Sun, No Entry"
Paris Blues,"Lady Sings the Blues, An American in Paris, A Woman of Paris, Forget Paris, Paris"
Trudell,"The U.S. vs. John Lennon, American Movie, A Brief History of Time, Done the Impossible, An Unreasonable Man"
I'm Staying,"Staying Together, Tears Were Falling, Defending Your Life, The Bothersome Man, That Munchhausen"
Rudolph the Red-Nosed Reindeer: The Movie,"Rudolph, the Red-Nosed Reindeer, Felix The Cat: The Movie, The Rugrats Movie, The Tigger Movie, Christmas Carol: The Movie"
The Boogens,"The Messengers 2: The Scarecrow, The Return of the Vampire, The Roost, The Birds, The Plague of the Zombies"
The Eye: Infinity,"The Eye 2, The 'Burbs, The Breed, The Mad, Cat's Eye"
A Hole in the Head,"Sister Act 2: Back in the Habit, Tenacious D in The Pick of Destiny, The Producers, The Rocker, A Funny Thing Happened on the Way to the Forum"
Can-Can,"I Can't Think Straight, You Can Count on Me, Can't Hardly Wait, The Guitar, Flashdance"
